PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240102;01;2024;7666245;1;1;01;44;1;115.59656514;44;3;1;4;1;1;2;1;1;3;1;1;1;1;1;1;1;1;2;4;3;;;;;320000;;;;;;;;;1;;;1
20240102;01;2024;7666246;1;1;01;44;1;44.365149171;44;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;10;1;3;3;;;;;400000;;;;;;;;;1;;;4
20240102;01;2024;7666247;1;1;01;44;1;80.147010727;44;3;1;4;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;4;3;;;;;260000;;;;;;;;;1;;;2
20240102;01;2024;7666248;1;1;01;44;1;85.944031873;44;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;450000;;1;;;;;;;;;;4
20240102;01;2024;7666249;1;1;01;44;1;141.35216401;44;1;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;10;1;3;4;;;;500000;;;1;;;;;;;;;;2
20240102;01;2024;7666250;1;1;01;44;1;178.4482185;44;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;10;1;3;3;;;;;600000;;1;;;;;1;;;;;2
20240102;01;2024;7666251;1;1;01;44;1;91.66361618;44;2;1;2;1;1;1;1;1;3;1;1;4;3;1;1;1;10;1;3;1;;;40000000;400000;;;1;;;;;;;;;;3
20240102;01;2024;7666252;1;1;01;44;1;154.68799063;44;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;700000;;;1;;;;;;;;;;4
20240102;01;2024;7666254;1;1;01;44;1;140.52797207;44;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;3;3;3;;;;;850000;;1;;;;;;;;;;2
20240102;01;2024;7666255;1;1;01;44;1;118.7576424;44;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;700000;;;1;;;;;;;;;;4
20240102;01;2024;7666257;1;1;01;44;1;150.94123339;44;1;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;1;;;99;800000;;;;;;;;;;1;;;1
20240102;01;2024;7666259;1;1;01;44;1;132.07357922;44;1;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;1;;;98;500000;;;;;;;;;;1;;;1
20240102;01;2024;7666260;1;1;01;44;1;130.38179651;44;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;3;;;;;700000;;1;;;;;1;;;;;1
20240102;01;2024;7666265;1;1;01;44;1;102.67566475;44;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;700000;;;1;;;;;;;;;;1
20240102;01;2024;7666266;1;1;01;44;1;146.90124313;44;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;4;;;;500000;;;1;;;;;;;;;;1
20240102;01;2024;7666267;1;1;01;44;1;118.8662213;44;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;4;;;;300000;;;;;;;;;;1;;;1
20240102;01;2024;7666268;1;1;01;44;1;133.44998649;44;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;10;1;3;4;;;;350000;;;1;;;;;;;;;;3
20240102;01;2024;7666269;1;1;01;44;1;118.8662213;44;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;4;;;;500000;;;;;;;;;;1;;;1
20240102;01;2024;7666270;1;1;01;44;1;118.8662213;44;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;600000;;;1;;;;;;;;;;1
20240102;01;2024;7666271;1;1;01;44;1;133.44998649;44;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;10;1;3;4;;;;600000;;;1;;;;;;;;;;3
20240102;01;2024;7666272;1;1;01;44;1;72.11786563;44;1;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;4;;;;800000;;;;;;;;;;1;;;2
20240102;01;2024;7666275;1;1;01;44;1;86.180328895;44;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;10;1;3;1;;;98;1500000;;;1;;;;;;;;;;2
20240102;01;2024;7666276;1;1;01;44;1;76.056047964;44;1;1;2;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;200000000;400000;;;;;;;;;;1;;;1
20240102;01;2024;7666277;1;1;01;44;1;84.270882196;44;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;10;1;3;3;;;;;400000;;1;;;;;;;;;;4
20240102;01;2024;7666278;1;1;01;44;1;76.954028079;44;1;1;4;1;2;1;1;1;3;1;1;7;4;1;1;1;10;1;3;1;;;99;1000000;;;1;;;;;1;;;;;4
20240102;01;2024;7666279;1;1;01;44;1;90.788756781;44;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;4;1;1;3;3;;;;;450000;;1;;;;;;;;;;4
20240102;01;2024;7666280;1;1;01;44;1;76.801598749;44;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;10;1;3;1;;;250000000;700000;;;1;;;;;;;;;;3
20240102;01;2024;7666281;1;1;01;44;1;148.447053;44;2;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;10;1;3;3;;;;;450000;;1;;;;;;;;;;4
20240102;01;2024;7666282;1;1;01;44;1;88.049052813;44;1;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;10;1;3;6;;;;500000;;;;;;;;;;1;;;1
20240102;01;2024;7666283;1;1;01;44;1;87.510916411;44;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;10;1;3;1;;;99;1000000;;;1;;;;;1;;;;;5
20240102;01;2024;7666286;1;1;01;44;1;114.08407195;44;1;1;4;1;4;1;1;1;3;1;1;4;1;1;1;1;10;1;3;1;;;400000000;98;;;1;;;;;1;;;;;1
20240102;01;2024;7666287;1;1;01;44;1;94.908032062;44;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;10;1;3;1;;;99;99;;1;;;;;1;1;;;;;3
20240102;01;2024;7666288;1;1;01;44;1;137.07383759;44;1;1;4;1;4;1;1;1;3;1;1;4;3;1;1;1;10;1;3;4;;;;1200000;;;1;;;;;;;;;;2
20240102;01;2024;7666289;1;1;01;44;1;98.851841843;44;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;10;1;3;4;;;;800000;;;1;;;;;;;;;;3
20240102;01;2024;7666291;1;1;01;44;1;122.18908105;44;1;1;4;1;3;1;1;1;3;1;1;5;3;1;1;1;10;1;3;3;;;;;1320000;;1;;;;1;1;;;;;3
20240102;01;2024;7666292;1;1;01;44;1;80.130961811;44;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;10;1;3;1;;;400000000;99;;;1;;1;;;1;;;;;2
20240102;01;2024;7666293;1;1;01;44;1;156.14219119;44;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;10;1;3;4;;;;1800000;;;1;;;;;1;;;;;2
20240102;01;2024;7666294;1;1;01;44;1;133.11888454;44;1;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;10;1;3;6;;;;1800000;;;1;;;;;;;;;;2
20240102;01;2024;7666299;1;1;01;44;1;163.67590882;44;1;1;4;1;2;1;1;1;3;1;1;5;3;1;1;1;10;1;3;2;;1600000;250000000;1200000;;;1;;1;1;1;1;;;;;3
20240102;01;2024;7666300;1;1;01;44;1;186.54126112;44;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;10;1;3;3;;;;;900000;;1;;;;1;1;;;;;1
20240101;01;2024;7666308;1;1;01;47;1;287.02723119;47;2;1;2;1;1;1;2;1;3;2;1;3;2;2;1;1;10;3;3;4;;;;400000;;;1;;;;;;;;;;3
20240101;01;2024;7666309;1;1;01;47;1;224.18540571;47;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;1;;;100000000;1200000;;;1;;;;;;;;;;3
20240101;01;2024;7666310;1;1;01;47;1;196.9743617;47;1;1;4;1;3;1;1;1;1;1;1;4;1;1;1;1;10;1;3;1;;;250000000;1000000;;;1;;;;;1;;;;;2
20240102;01;2024;7666311;1;1;01;47;1;174.68467691;47;1;1;4;1;1;1;2;1;3;1;1;3;2;2;1;1;10;3;3;4;;;;98;;;1;;;;;;;;;;4
20240102;01;2024;7666312;1;1;01;47;1;178.44651229;47;1;1;2;1;1;1;2;1;3;1;1;2;1;2;1;1;10;1;3;4;;;;350000;;;1;;;;;;;;;;5
20240102;01;2024;7666313;1;1;01;47;1;222.44302024;47;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;300000;;;1;;;;;;;;;;3
20240102;01;2024;7666314;1;1;01;47;1;214.19828845;47;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;3;1;;;98;400000;;;1;;;;;;;;;;3
20240102;01;2024;7666315;1;1;01;47;1;168.73312789;47;1;1;2;1;1;1;2;1;3;1;1;4;2;2;1;1;10;1;3;3;;;;;250000;;1;;;;;;;;;;5
20240102;01;2024;7666318;1;1;01;47;1;146.44067073;47;3;1;4;1;1;1;2;1;3;1;1;2;1;2;1;1;1;3;3;3;;;;;400000;;;;;;;;;1;;;1
20240102;01;2024;7666319;1;1;01;47;1;169.64209727;47;1;1;2;1;1;1;1;1;3;1;1;3;3;1;1;1;1;1;3;1;;;98;600000;;;1;;;;;;;;;;4
20240102;01;2024;7666320;1;1;01;47;1;149.77588554;47;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;2;;300000;99;300000;;;1;;;;;;;;;;3
20240102;01;2024;7666323;1;1;01;47;1;212.43632416;47;2;1;4;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;3;1;;;98;500000;;;1;;;;;;;;;;5
20240102;01;2024;7666324;1;1;01;47;1;190.74129848;47;2;1;2;1;1;2;1;1;3;1;1;3;2;1;1;1;2;3;4;3;;;;;300000;;1;;;;;;;;;;5
20240102;01;2024;7666325;1;1;01;47;1;118.45646964;47;2;1;2;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;1;;;150000000;500000;;;;;;;;;;1;;;4
20240102;01;2024;7666326;1;1;01;47;1;195.91386444;47;1;1;2;1;1;2;1;1;3;1;1;3;1;1;1;1;2;3;4;4;;;;250000;;;1;;;;;;;;;;3
20240102;01;2024;7666327;1;1;01;47;1;116.19820507;47;2;1;4;1;2;1;1;1;3;1;1;1;1;1;1;1;1;3;3;3;;;;;400000;;;;;;;;;1;;;3
20240102;01;2024;7666329;1;1;01;47;1;240.63869327;47;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;3;;;;;280000;;;;;;;;;1;;;5
20240102;01;2024;7666330;1;1;01;47;1;171.90540572;47;1;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;3;3;4;;;;400000;;;;;;;;;;1;;;2
20240102;01;2024;7666331;1;1;01;47;1;102.71848195;47;2;1;2;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;1;;;50000000;400000;;;;;;;;;;1;;;2
20240102;01;2024;7666332;1;1;01;47;1;130.73369912;47;1;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;12000000;800000;;;;;;;;;;1;;;1
20240102;01;2024;7666333;1;1;01;47;1;171.90540572;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;4;;;;500000;;;;;;;;;;1;;;2
20240102;01;2024;7666334;1;1;01;47;1;107.34693805;47;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;98;800000;;;1;;;;;;;;;;3
20240102;01;2024;7666335;1;1;01;47;1;160.11004403;47;1;1;2;1;3;1;1;1;3;1;1;6;4;1;1;1;1;1;3;1;;;120000000;600000;;;1;;;;;;;;;;7
20240102;01;2024;7666337;1;1;01;47;1;137.27038408;47;1;1;4;1;5;1;1;1;3;1;1;3;1;1;1;1;10;3;3;1;;;98;98;;;1;;;;;;;;;;1
20240102;01;2024;7666342;1;1;01;47;1;214.5474976;47;2;1;4;1;5;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;99;1500000;;;1;;;;;;;;;;4
20240102;01;2024;7666343;1;1;01;47;1;201.04957166;47;2;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;4;;;;600000;;;1;;;;;;;;;;5
20240102;01;2024;7666344;1;1;01;47;1;151.65259819;47;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;60000000;700000;;;1;;;;;;;;;;4
20240102;01;2024;7666345;1;1;01;47;1;219.16749409;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;2;3;3;;;;;600000;;1;;;;;;;;;;3
20240102;01;2024;7666346;1;1;01;47;1;182.49055887;47;1;1;4;1;3;1;1;1;3;1;1;3;3;1;1;1;1;1;3;1;;;16000000;600000;;;1;;;;;;;;;;5
20240102;01;2024;7666347;1;1;01;47;1;142.0798609;47;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;750000;;1;;;;;1;;;;;5
20240102;01;2024;7666348;1;1;01;47;1;153.71743946;47;2;1;4;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;4;;;;400000;;;1;;;;;;;;;;2
20240102;01;2024;7666349;1;1;01;47;1;193.94292268;47;1;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;3;3;1;;;150000000;450000;;;1;;;;;;;;;;3
20240102;01;2024;7666350;1;1;01;47;1;460.46090819;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;1;;;98;600000;;;1;;;;;;;;;;2
20240102;01;2024;7666351;1;1;01;47;1;211.76752454;47;2;1;2;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;250000;;1;;;;;1;;;;;4
20240102;01;2024;7666353;1;1;01;47;1;116.24428444;47;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;1;;;80000000;600000;;;1;;;;;;;;;;3
20240102;01;2024;7666356;1;1;01;47;1;410.52871491;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;500000;;1;;;;;;;;;;1
20240102;01;2024;7666358;1;1;01;47;1;254.46523874;47;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;10;1;3;3;;;;;430000;;1;;;;;;;;;;2
20240102;01;2024;7666359;1;1;01;47;1;208.8212454;47;2;1;2;1;2;1;1;1;3;1;1;3;2;2;1;1;1;1;3;1;;;98;500000;;;1;;;;;;;;;;3
20240102;01;2024;7666360;1;1;01;47;1;259.54045352;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;3
20240102;01;2024;7666361;1;1;01;47;1;178.27561601;47;2;1;4;1;5;1;1;1;3;1;1;4;3;1;1;1;10;3;3;1;;;150000000;900000;;;1;;;;;;;;;;4
20240102;01;2024;7666362;1;1;01;47;1;261.83512179;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;600000;;1;;;;;;;;;;4
20240102;01;2024;7666364;1;1;01;47;1;327.93482221;47;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;10;3;3;3;;;;;650000;;1;;;;;;;;;;2
20240102;01;2024;7666366;1;1;01;47;1;209.42347534;47;2;1;4;1;5;1;1;1;3;1;1;3;1;1;1;1;10;1;3;1;;;98;2000000;;;1;;;;;;;;;;1
20240102;01;2024;7666368;1;1;01;47;1;128.39810244;47;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;160000000;600000;;;1;;;;;;;;;;2
20240102;01;2024;7666369;1;1;01;47;1;128.39810244;47;1;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;10;1;3;1;;;250000000;900000;;;1;;;;;1;;;;;2
20240102;01;2024;7666370;1;1;01;47;1;152.11864015;47;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;4;;;;400000;;;1;;;;;;;;;;3
20240102;01;2024;7666371;1;1;01;47;1;216.36813014;47;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;10;1;3;1;;;280000000;1000000;;;1;;;;;1;;;;;4
20240102;01;2024;7666374;1;1;01;47;1;117.66032921;47;1;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;1;;;98;600000;;;1;;;;;;;;;;1
20240102;01;2024;7666375;1;1;01;47;1;222.44167168;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;700000;;1;;;;;;;;;;3
20240102;01;2024;7666376;1;1;01;47;1;187.49456131;47;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;3;;;;;900000;;1;;;;;;;;;;4
20240102;01;2024;7666377;1;1;01;47;1;124.11114812;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;50000000;200000;;;1;;;;;;;;;;3
20240102;01;2024;7666378;1;1;01;47;1;239.48465345;47;1;1;4;1;2;1;1;1;3;1;1;5;4;1;1;1;1;1;3;4;;;;99;;;1;;;;;;;;;;4
20240102;01;2024;7666379;1;1;01;47;1;247.15741298;47;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;450000;;1;;;;;;;;;;3
20240102;01;2024;7666380;1;1;01;47;1;263.95722304;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;5;;;;500000;;;1;;;;;;;;;;5
20240102;01;2024;7666381;1;1;01;47;1;217.74676227;47;1;1;4;1;2;1;1;1;3;1;1;3;3;1;1;1;1;1;3;1;;;98;600000;;;1;;;;;;;;;;4
20240102;01;2024;7666382;1;1;01;47;1;237.87736907;47;1;1;4;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;1500000;;;1;;;;;;;;;;3
20240102;01;2024;7666383;1;1;01;47;1;290.20642458;47;1;1;4;1;5;1;1;1;3;1;1;4;2;1;1;1;10;1;3;3;;;;;1000000;;1;;;;;1;;;;;2
20240102;01;2024;7666384;1;1;01;47;1;218.86040189;47;1;1;4;1;5;1;1;1;3;1;1;4;1;1;1;1;1;1;3;3;;;;;900000;;1;;;;;;;;;;2
20240102;01;2024;7666385;1;1;01;47;1;318.8790576;47;1;1;4;1;5;1;1;1;3;1;1;4;3;1;1;1;1;3;3;1;;;98;500000;;;1;;;;;;;;;;4
20240102;01;2024;7666386;1;1;01;47;1;392.04815831;47;1;1;4;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;30000000;1300000;;;1;;;;;;;;;;4
20240102;01;2024;7666387;1;1;01;47;1;300.8869957;47;2;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;4;1;;;70000000;450000;;;;;;;;;;1;;;4
20240102;01;2024;7666388;1;1;01;47;1;352.99988033;47;1;1;4;1;5;1;1;1;3;1;1;4;3;1;1;1;10;1;3;3;;;;;1100000;;1;;;;;;;;;;3
20240102;01;2024;7666389;1;1;01;47;1;228.29947301;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;380000;;1;;;;;;;;;;3
20240102;01;2024;7666390;1;1;01;47;1;331.58411278;47;1;1;4;1;5;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;1200000;;1;;;;;1;;;;;3
20240102;01;2024;7666391;1;1;01;47;1;217.61020889;47;1;1;4;1;1;1;1;1;3;1;1;3;3;1;1;1;2;3;3;3;;;;;200000;;;;;;;;;1;;;4
20240102;01;2024;7666392;1;1;01;47;1;239.1191412;47;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;300000;;;;;;;;;1;;;2
20240102;01;2024;7666393;1;1;01;47;1;215.15835205;47;1;1;2;1;1;2;1;1;3;1;1;3;1;1;1;1;10;3;4;4;;;;300000;;;;;;;;;;1;;;2
20240102;01;2024;7666394;1;1;01;47;1;122.56284293;47;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;1;;;75000000;400000;;;1;;;;;;;;;;1
20240102;01;2024;7666395;1;1;01;47;1;360.95803991;47;1;1;2;1;1;1;1;1;3;1;1;2;2;1;1;1;2;3;3;4;;;;250000;;;;;;;;;;1;;;5
20240102;01;2024;7666396;1;1;01;47;1;209.18398175;47;1;1;2;1;2;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;280000;;1;;;;;;;;;;6
20240102;01;2024;7666397;1;1;01;47;1;260.84674849;47;2;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;2;4;1;;;20000000;200000;;;;;;;;;;1;;;1
20240102;01;2024;7666398;1;1;01;47;1;338.72965259;47;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;2;3;3;3;;;;;300000;;1;;;;;;;;;;4
20240102;01;2024;7666399;1;1;01;47;1;343.29584655;47;1;1;4;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;1300000;;;1;;;;;;;;;;3
20240102;01;2024;7666400;1;1;01;47;1;200.62203507;47;1;1;2;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;50000000;350000;;;;;;;;;;1;;;2
20240102;01;2024;7666401;1;1;01;47;1;279.41548377;47;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;300000;;;;;;;;;1;;;4
20240102;01;2024;7666402;1;1;01;47;1;268.79065703;47;1;1;2;1;5;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;500000;;;;;;;;;;1;;;2
20240102;01;2024;7666403;1;1;01;47;1;146.83543688;47;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;1;;;130000000;350000;;;1;;;;;;;;;;2
20240102;01;2024;7666404;1;1;01;47;1;236.17438397;47;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;450000;;1;;;;;;;;;;4
20240102;01;2024;7666405;1;1;01;47;1;186.98524584;47;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;10;1;3;1;;;98;400000;;;1;;;;;;;;;;1
20240102;01;2024;7666406;1;1;01;47;1;369.29373882;47;2;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;350000;;;;;;;;;1;;;6
20240102;01;2024;7666407;1;1;01;47;1;424.96316719;47;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;3;3;3;;;;;400000;;;;;;;;;1;;;8
20240102;01;2024;7666408;1;1;01;47;1;422.72588049;47;2;1;2;1;1;2;1;1;3;1;1;2;1;2;1;1;1;1;4;3;;;;;300000;;1;;;;;;;;;;4
20240102;01;2024;7666409;1;1;01;47;1;260.69984023;47;2;1;2;1;1;1;1;1;3;1;1;2;2;1;1;1;2;3;3;4;;;;150000;;;;;;;;;;1;;;4
20240102;01;2024;7666410;1;1;01;47;1;168.99176082;47;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;600000;;1;;;;;;;;;;6
20240102;01;2024;7666411;1;1;01;47;1;374.62937925;47;2;1;2;1;1;2;1;1;3;1;1;2;1;1;1;1;1;2;4;3;;;;;300000;;;;;;;;;1;;;2
20240102;01;2024;7666412;1;1;01;47;1;326.1343677;47;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;4;3;;;;;300000;;;;;;;;;1;;;2
20240102;01;2024;7666413;1;1;01;47;1;198.23233454;47;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;90000000;600000;;;1;;;;;;;;;;5
20240102;01;2024;7666414;1;1;01;47;1;334.004722;47;2;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;2;3;3;3;;;;;150000;;;;;;;;;1;;;1
20240102;01;2024;7666415;1;1;01;47;1;148.5318972;47;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;10;3;3;1;;;98;600000;;;1;;;;;;;;;;5
20240102;01;2024;7666416;1;1;01;47;1;113.79800313;47;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;5;;;;500000;;;1;;;;;;;;;;3
20240102;01;2024;7666417;1;1;01;47;1;143.1299444;47;1;1;4;1;2;1;1;1;7;1;1;2;2;1;1;1;1;3;3;1;;;180000000;450000;;;;;;;;;;1;;;2
20240102;01;2024;7666418;1;1;01;47;1;212.86674107;47;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;3;;;;;450000;;;;;;;;;1;;;1
20240102;01;2024;7666419;1;1;01;47;1;105.24103353;47;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;100000000;1200000;;;1;;;;;;;;;;4
20240102;01;2024;7666420;1;1;01;47;1;159.25970716;47;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;190000000;700000;;;1;;;;;;;;;;4
20240102;01;2024;7666421;1;1;01;47;1;236.77615113;47;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;4;;;;600000;;;1;;;;;;;;;;4
20240102;01;2024;7666422;1;1;01;47;1;125.230207;47;2;1;4;1;3;1;1;1;3;1;1;6;4;1;1;1;10;1;3;1;;;98;800000;;;1;;;;;;;;;;4
20240102;01;2024;7666423;1;1;01;47;1;142.66455827;47;2;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;10;1;3;5;;;;600000;;;1;;;;;;;;;;2
20240102;01;2024;7666425;1;1;01;47;1;128.39810244;47;1;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;160000000;600000;;;1;;;;;;;;;;2
20240102;01;2024;7666428;1;1;01;47;1;152.81763413;47;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;10;3;3;1;;;98;600000;;;1;;;;;;;;;;6
20240102;01;2024;7666429;1;1;01;47;1;350.39743864;47;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;200000000;550000;;;1;;;;;;;;;;4
20240102;01;2024;7666430;1;1;01;47;1;362.22110337;47;2;1;2;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;400000;;1;;;;;;;;;;5
20240102;01;2024;7666432;1;1;01;47;1;266.0445051;47;2;1;2;1;3;1;1;1;3;1;1;3;2;1;1;1;10;3;3;3;;;;;550000;;1;;;;;;;;;;4
20240102;01;2024;7666433;1;1;01;47;1;293.45583658;47;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;4
20240102;01;2024;7666434;1;1;01;47;1;209.33208478;47;2;1;2;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;450000;;1;;;;;;;;;;3
20240102;01;2024;7666435;1;1;01;47;1;369.19946189;47;2;1;2;1;3;1;1;1;3;1;1;2;1;1;1;1;10;3;3;3;;;;;500000;;;;;;;;;1;;;7
20240102;01;2024;7666436;1;1;01;47;1;286.35021086;47;2;1;2;1;3;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;460000;;1;;;;;;;;;;4
20240102;01;2024;7666437;1;1;01;47;1;144.91836637;47;1;1;4;1;3;1;1;1;3;1;1;7;3;1;1;1;1;1;3;1;;;200000000;700000;;;1;;;;;;;;;;3
