PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240102;01;2024;7666342;1;3;1;70;47;1;214.5474976;47;1;;;;;;;;;1;1;0;3;2;10;2;2;;2;;.;2611;84;8412;
20240102;01;2024;7666344;1;1;1;70;47;1;151.65259819;47;1;;;;;;;;;1;48;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666344;1;2;1;70;47;1;151.65259819;47;1;;;;;;;;;1;120;0;8;1;10;2;2;;2;;.;9211;46;4631;
20240102;01;2024;7666345;1;1;1;70;47;1;219.16749409;47;;2;1;24;1;;;48;3000000;1;24;0;8;1;2;2;2;;2;;2611;2611;69;6910;
20240102;01;2024;7666346;1;1;1;70;47;1;182.49055887;47;1;;;;;;;;;1;216;0;5;2;10;2;3;;2;;.;7544;81;8129;
20240102;01;2024;7666346;1;2;1;70;47;1;182.49055887;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666346;1;3;1;70;47;1;182.49055887;47;;1;1;3;4;;;40;1160000;1;36;0;8;4;5;2;2;;2;;5414;5414;55;5512;
20240102;01;2024;7666346;1;4;1;70;47;1;182.49055887;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666347;1;2;1;70;47;1;142.0798609;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666347;1;3;1;70;47;1;142.0798609;47;;2;1;16;1;;;47;1600000;2;;;;;;;2;;2;;3251;;;;
20240102;01;2024;7666347;1;5;1;70;47;1;142.0798609;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666348;1;1;1;70;47;1;153.71743946;47;;2;1;24;3;;;48;1160000;1;6;0;8;1;6;2;2;;2;;9111;9412;55;5511;
20240102;01;2024;7666349;1;1;1;70;47;1;193.94292268;47;1;;;;;;;;;1;180;0;5;2;10;2;3;;2;;.;1211;91;9103;
20240102;01;2024;7666349;1;2;1;70;47;1;193.94292268;47;1;;;;;;;;;1;48;0;3;4;1;2;2;;2;;.;5120;56;5621;
20240102;01;2024;7666351;1;3;1;70;47;1;211.76752454;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666353;1;3;1;70;47;1;116.24428444;47;1;;;;;;;;;1;12;0;2;1;4;2;2;;2;;.;5131;56;5611;
20240102;01;2024;7666359;1;1;1;70;47;1;208.8212454;47;1;;;;;;;;;1;168;0;4;1;10;2;2;;2;;.;3434;47;4711;
20240102;01;2024;7666359;1;2;1;70;47;1;208.8212454;47;;2;1;24;1;;;48;1400000;1;5;0;8;4;1;2;2;;2;;5321;4110;82;8219;
20240102;01;2024;7666359;1;3;1;70;47;1;208.8212454;47;;1;1;3;1;;;48;4000000;1;0;3;9;1;10;2;2;;2;;2132;3142;01;0161;
20240102;01;2024;7666360;1;2;1;70;47;1;259.54045352;47;1;;;;;;;;;1;12;1;3;1;4;2;2;;2;;.;2341;85;8530;
20240102;01;2024;7666361;1;1;1;70;47;1;178.27561601;47;1;;;;;;;;;1;120;0;5;2;10;2;3;;2;;.;3343;84;8415;
20240102;01;2024;7666362;1;2;1;70;47;1;261.83512179;47;1;;;;;;;;;1;12;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666364;1;2;1;70;47;1;327.93482221;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666368;1;2;1;70;47;1;128.39810244;47;1;;;;;;;;;1;216;0;5;1;6;2;3;;2;;.;4311;85;8530;
20240102;01;2024;7666370;1;1;1;70;47;1;152.11864015;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666370;1;3;1;70;47;1;152.11864015;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666371;1;1;1;70;47;1;216.36813014;47;1;;;;;;;;;1;8;1;4;4;1;2;2;;2;;.;3115;95;9522;
20240102;01;2024;7666371;1;2;1;70;47;1;216.36813014;47;1;;;;;;;;;1;12;1;5;2;10;2;3;;2;;.;2341;85;8530;
20240102;01;2024;7666371;1;4;1;70;47;1;216.36813014;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666374;1;1;1;70;47;1;117.66032921;47;1;;;;;;;;;1;600;0;4;4;1;2;3;;2;;.;5141;96;9602;
20240102;01;2024;7666376;1;2;1;70;47;1;187.49456131;47;;1;1;4;4;;;40;1300000;1;3;0;9;4;2;2;2;;2;;5223;9412;56;5613;
20240102;01;2024;7666376;1;3;1;70;47;1;187.49456131;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666377;1;2;1;70;47;1;124.11114812;47;1;;;;;;;;;1;60;0;5;1;10;2;3;;2;;.;5120;47;4711;
20240102;01;2024;7666377;1;3;1;70;47;1;124.11114812;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666381;1;1;1;70;47;1;217.74676227;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666381;1;3;1;70;47;1;217.74676227;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666382;1;1;1;70;47;1;237.87736907;47;;1;1;3;2;;;48;1160000;1;2;0;8;2;10;2;2;;2;;2320;2320;85;8551;
20240102;01;2024;7666382;1;2;1;70;47;1;237.87736907;47;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;6111;01;0113;
20240102;01;2024;7666382;1;3;1;70;47;1;237.87736907;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666383;1;2;1;70;47;1;290.20642458;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666384;1;1;1;70;47;1;218.86040189;47;1;;;;;;;;;1;12;1;5;1;10;2;3;;2;;.;2636;94;9491;
20240102;01;2024;7666384;1;2;1;70;47;1;218.86040189;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666385;1;1;1;70;47;1;318.8790576;47;1;;;;;;;;;1;120;0;5;2;9;2;3;;2;;.;7412;84;8412;
20240102;01;2024;7666385;1;2;1;70;47;1;318.8790576;47;1;;;;;;;;;1;12;0;3;4;1;2;2;;2;;.;5223;47;4773;
20240102;01;2024;7666387;1;2;1;70;47;1;300.8869957;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666387;1;3;1;70;47;1;300.8869957;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666387;1;4;1;70;47;1;300.8869957;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666388;1;1;1;70;47;1;352.99988033;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666388;1;2;1;70;47;1;352.99988033;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666390;1;1;1;70;47;1;331.58411278;47;1;;;;;;;;;1;120;1;5;2;10;2;3;;2;;.;1212;84;8412;
20240102;01;2024;7666391;1;1;1;70;47;1;217.61020889;47;1;;;;;;;;;1;3;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240102;01;2024;7666391;1;2;1;70;47;1;217.61020889;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666391;1;4;1;70;47;1;217.61020889;47;1;;;;;;;;;1;264;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240102;01;2024;7666392;1;2;1;70;47;1;239.1191412;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666393;1;2;1;70;47;1;215.15835205;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666395;1;2;1;70;47;1;360.95803991;47;1;;;;;;;;;1;6;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666396;1;3;1;70;47;1;209.18398175;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666397;1;1;1;70;47;1;260.84674849;47;1;;;;;;;;;1;40;2;4;1;2;2;2;;2;;.;7132;45;4520;
20240102;01;2024;7666398;1;4;1;70;47;1;338.72965259;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666399;1;3;1;70;47;1;343.29584655;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666400;1;1;1;70;47;1;200.62203507;47;1;;;;;;;;;1;120;3;4;1;5;2;2;;2;;.;9112;85;8530;
20240102;01;2024;7666400;1;2;1;70;47;1;200.62203507;47;1;;;;;;;;;1;268;2;4;4;1;2;2;;2;;.;5223;47;4724;
20240102;01;2024;7666401;1;1;1;70;47;1;279.41548377;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666401;1;2;1;70;47;1;279.41548377;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666403;1;1;1;70;47;1;146.83543688;47;1;;;;;;;;;1;120;0;4;1;3;2;2;;2;;.;5120;56;5611;
20240102;01;2024;7666403;1;2;1;70;47;1;146.83543688;47;;2;1;240;3;;;48;1160000;1;60;0;4;3;1;2;2;;2;;9111;9111;97;9700;
20240102;01;2024;7666404;1;2;1;70;47;1;236.17438397;47;;1;1;1;1;;;48;1160000;1;1;1;3;1;5;2;2;;2;;2342;1420;47;4771;
20240102;01;2024;7666405;1;1;1;70;47;1;186.98524584;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666406;1;1;1;70;47;1;369.29373882;47;;1;1;6;1;;;48;1300000;1;12;2;8;1;5;2;2;;2;;5223;5223;47;4773;
20240102;01;2024;7666406;1;3;1;70;47;1;369.29373882;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666406;1;4;1;70;47;1;369.29373882;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666406;1;5;1;70;47;1;369.29373882;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666407;1;1;1;70;47;1;424.96316719;47;;2;1;30;1;;;48;1000000;1;32;0;3;4;1;2;2;;2;;7112;9313;41;4111;
20240102;01;2024;7666407;1;7;1;70;47;1;424.96316719;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666409;1;1;1;70;47;1;260.69984023;47;1;;;;;;;;;1;5;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666409;1;4;1;70;47;1;260.69984023;47;1;;;;;;;;;1;8;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666410;1;2;1;70;47;1;168.99176082;47;1;;;;;1;;48;1160000;1;12;0;4;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666410;1;3;1;70;47;1;168.99176082;47;;1;1;8;1;;;45;1200000;1;2;0;8;1;4;2;2;;2;;4311;5223;47;4754;
20240102;01;2024;7666410;1;4;1;70;47;1;168.99176082;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666410;1;5;1;70;47;1;168.99176082;47;;2;1;60;3;;;48;1160000;1;12;0;8;1;2;2;2;;2;;9111;1420;47;4761;
20240102;01;2024;7666410;1;6;1;70;47;1;168.99176082;47;1;;;;;;;;;1;124;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666413;1;1;1;70;47;1;198.23233454;47;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;7531;95;9529;
20240102;01;2024;7666413;1;2;1;70;47;1;198.23233454;47;1;;;;;;;;;1;120;0;1;1;10;2;2;;2;;.;7411;35;3514;
20240102;01;2024;7666413;1;3;1;70;47;1;198.23233454;47;1;;;;;;;;;1;36;0;1;4;10;2;2;;2;;.;9112;86;8610;
20240102;01;2024;7666413;1;5;1;70;47;1;198.23233454;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666415;1;1;1;70;47;1;148.5318972;47;1;;;;;;;;;1;300;0;5;1;7;2;3;;2;;.;9333;11;1101;
20240102;01;2024;7666415;1;2;1;70;47;1;148.5318972;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666415;1;5;1;70;47;1;148.5318972;47;;1;1;3;1;;;48;2000000;2;;;;;;;2;;2;;2611;;;;
20240102;01;2024;7666416;1;1;1;70;47;1;113.79800313;47;1;;;;;;;;;1;144;1;4;4;1;2;2;;2;;.;7531;14;1410;
20240102;01;2024;7666416;1;3;1;70;47;1;113.79800313;47;1;;;;;;;;;1;60;1;3;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666417;1;2;1;70;47;1;143.1299444;47;;1;1;3;1;;;48;2400000;1;1;0;6;4;1;2;2;;2;;9313;9313;41;4111;
20240102;01;2024;7666419;1;1;1;70;47;1;105.24103353;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666419;1;3;1;70;47;1;105.24103353;47;;2;1;144;1;;;48;1160000;1;36;0;3;4;1;2;2;;2;;4110;2355;85;8559;
20240102;01;2024;7666419;1;4;1;70;47;1;105.24103353;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666420;1;1;1;70;47;1;159.25970716;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666420;1;2;1;70;47;1;159.25970716;47;1;;;;;;;;;1;240;0;5;1;10;2;3;;2;;.;8311;49;4921;
20240102;01;2024;7666420;1;3;1;70;47;1;159.25970716;47;;2;1;36;1;;;48;1600000;1;60;0;1;1;7;2;2;;2;;2310;2310;85;8544;
20240102;01;2024;7666421;1;2;1;70;47;1;236.77615113;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666421;1;3;1;70;47;1;236.77615113;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666421;1;4;1;70;47;1;236.77615113;47;1;;;;;;;;;1;120;0;1;1;8;2;2;;2;;.;5419;91;9103;
20240102;01;2024;7666422;1;1;1;70;47;1;125.230207;47;1;;;;;;;;;1;480;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666422;1;3;1;70;47;1;125.230207;47;;1;1;3;1;;;48;1200000;1;60;0;1;1;4;2;2;;2;;4321;5414;86;8691;
20240102;01;2024;7666422;1;4;1;70;47;1;125.230207;47;;1;1;3;1;;;48;1300000;1;5;0;8;1;10;2;2;;2;;3322;5223;47;4719;
20240102;01;2024;7666423;1;2;1;70;47;1;142.66455827;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666428;1;2;1;70;47;1;152.81763413;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666428;1;5;1;70;47;1;152.81763413;47;1;;;;;;;;;1;240;0;5;1;3;2;3;;2;;.;9112;47;4754;
20240102;01;2024;7666428;1;6;1;70;47;1;152.81763413;47;1;;;;;;;;;1;240;0;4;1;8;2;2;;2;;.;7126;35;3520;
20240102;01;2024;7666429;1;1;1;70;47;1;350.39743864;47;;1;1;12;1;;;48;1800000;1;12;0;1;2;10;2;2;;2;;3511;3511;84;8412;
20240102;01;2024;7666429;1;2;1;70;47;1;350.39743864;47;1;;;;;;;;;1;120;0;3;1;4;2;2;;2;;.;5131;56;5611;
20240102;01;2024;7666429;1;3;1;70;47;1;350.39743864;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666430;1;3;1;70;47;1;362.22110337;47;;2;1;48;1;;;48;1160000;2;;;;;;;2;;2;;9313;;;;
20240102;01;2024;7666430;1;4;1;70;47;1;362.22110337;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666432;1;2;1;70;47;1;266.0445051;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666432;1;3;1;70;47;1;266.0445051;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666433;1;1;1;70;47;1;293.45583658;47;;2;1;24;1;;;48;1160000;1;48;0;3;4;1;2;2;;2;;5142;5142;96;9602;
20240102;01;2024;7666434;1;1;1;70;47;1;209.33208478;47;1;;;;;;;;;1;180;0;5;1;8;2;3;;2;;.;5414;68;6820;
20240102;01;2024;7666434;1;2;1;70;47;1;209.33208478;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666434;1;3;1;70;47;1;209.33208478;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666435;1;2;1;70;47;1;369.19946189;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666436;1;2;1;70;47;1;286.35021086;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666437;1;1;1;70;47;1;144.91836637;47;1;;;;;;;;;1;120;0;5;1;5;2;3;;2;;.;1412;56;5611;
20240102;01;2024;7666437;1;3;1;70;47;1;144.91836637;47;;2;1;48;1;;;48;1160000;1;24;0;3;1;10;2;2;;2;;4120;9211;94;9411;
20240102;01;2024;7666438;1;2;1;70;47;1;211.84717416;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666439;1;5;1;70;47;1;281.44808489;47;;1;1;8;1;;;48;1160000;1;5;0;6;1;5;2;2;;2;;2634;2634;85;8530;
20240102;01;2024;7666442;1;2;1;70;47;1;304.10503156;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666443;1;1;1;70;47;1;182.18254623;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666443;1;2;1;70;47;1;182.18254623;47;;1;1;8;1;;;40;1300000;1;12;0;7;1;3;2;2;;2;;5312;5312;85;8530;
20240102;01;2024;7666443;1;3;1;70;47;1;182.18254623;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666447;1;2;1;70;47;1;355.66613522;47;;2;1;24;4;;;48;650000;1;72;2;3;4;1;2;2;;2;;9111;9111;81;8121;
20240102;01;2024;7666447;1;3;1;70;47;1;355.66613522;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666447;1;4;1;70;47;1;355.66613522;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666449;1;1;1;70;47;1;294.50176219;47;1;;;;;;;;;1;4;0;2;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666450;1;1;1;70;47;1;371.97465475;47;1;;;;;;;;;1;132;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666452;1;2;1;70;47;1;325.91209556;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666452;1;3;1;70;47;1;325.91209556;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666452;1;4;1;70;47;1;325.91209556;47;1;;;;;;;;;1;125;2;3;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666452;1;5;1;70;47;1;325.91209556;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666454;1;2;1;70;47;1;339.64616542;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666455;1;1;1;70;47;1;372.14902392;47;1;;;;;;;;;1;12;0;3;1;8;2;2;;2;;.;9412;55;5511;
20240102;01;2024;7666455;1;2;1;70;47;1;372.14902392;47;1;;;;;1;;48;1200000;1;6;0;8;1;8;2;2;;2;;.;8331;49;4921;
20240102;01;2024;7666455;1;5;1;70;47;1;372.14902392;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666458;1;2;1;70;47;1;230.85970304;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666459;1;3;1;70;47;1;437.95093704;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666461;1;1;1;70;47;1;189.71562569;47;1;;;;;;;;;1;90;0;5;2;8;2;3;;2;;.;4120;84;8412;
20240102;01;2024;7666461;1;2;1;70;47;1;189.71562569;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666463;1;1;1;70;47;1;224.69667927;47;1;;;;;;;;;1;60;1;4;5;4;2;2;;2;;.;1412;56;5619;
20240102;01;2024;7666463;1;2;1;70;47;1;224.69667927;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666468;1;2;1;70;50;1;261.21883001;50;1;;;;;;;;;1;0;3;6;4;1;2;2;;2;;.;8324;49;4921;
20240102;01;2024;7666472;1;2;1;70;50;1;245.70659653;50;;1;1;8;1;;;48;1300000;1;7;0;3;1;6;2;2;;2;;4311;4415;71;7111;
20240102;01;2024;7666473;1;1;1;70;50;1;255.65535018;50;1;;;;;;;;;1;50;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240102;01;2024;7666473;1;2;1;70;50;1;255.65535018;50;1;;;;;;;;;1;5;0;4;4;1;2;2;;2;;.;3123;41;4111;
20240102;01;2024;7666475;1;4;1;70;50;1;264.45204028;50;1;;;;;2;5;;1300000;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666477;1;2;1;70;50;1;219.92025071;50;;1;1;8;7;;;50;1200000;1;3;0;8;1;10;2;2;;2;;9211;6210;02;0210;
20240102;01;2024;7666478;1;1;1;70;50;1;229.48095595;50;1;;;;;;;;;1;3;0;3;5;2;2;2;;2;;.;1420;47;4711;
20240102;01;2024;7666483;1;1;1;70;50;1;163.28551956;50;;2;1;40;1;;;48;2000000;1;8;0;1;1;6;2;2;;2;;7531;7531;14;1410;
20240102;01;2024;7666483;1;2;1;70;50;1;163.28551956;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666483;1;3;1;70;50;1;163.28551956;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666485;1;1;1;70;50;1;238.85486489;50;;2;1;20;4;;;72;1300000;1;1;0;8;4;1;2;2;;1;600000;8332;8332;49;4923;
20240102;01;2024;7666485;1;2;1;70;50;1;238.85486489;50;1;;;;;;;;;1;36;0;9;4;1;2;2;;2;;.;5141;96;9602;
20240102;01;2024;7666486;1;1;1;70;50;1;351.4780631;50;1;;;;;;;;;1;167;0;5;5;3;2;3;;2;;.;1420;47;4723;
20240102;01;2024;7666489;1;2;1;70;50;1;217.88408168;50;;1;1;4;1;;;48;1300000;1;1;0;6;4;1;2;2;;1;280000;5120;9333;52;5224;
20240102;01;2024;7666491;1;2;1;70;50;1;198.64394085;50;1;;;;;;;;;1;120;0;3;1;3;2;2;;2;;.;5223;47;4752;
20240102;01;2024;7666494;1;2;1;70;50;1;456.62665801;50;1;;;;;;;;;1;24;0;4;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666494;1;3;1;70;50;1;456.62665801;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666495;1;4;1;70;50;1;160.61817634;50;1;;;;;1;;30;1300000;1;4;0;2;4;10;2;2;;2;;.;4132;94;9411;
20240102;01;2024;7666495;1;5;1;70;50;1;160.61817634;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666497;1;1;1;70;50;1;422.83732981;50;1;;;;;;;;;1;6;0;8;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666499;1;1;1;70;50;1;272.35170401;50;1;;;;;;;;;1;180;0;7;5;2;2;2;;2;;.;1420;47;4771;
20240102;01;2024;7666499;1;2;1;70;50;1;272.35170401;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666499;1;3;1;70;50;1;272.35170401;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666500;1;2;1;70;50;1;214.54015326;50;1;;;;;;;;;1;144;0;8;3;1;2;2;;2;;.;5311;97;9700;
20240102;01;2024;7666506;1;1;1;70;50;1;180.45614369;50;1;;;;;;;;;1;48;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240102;01;2024;7666506;1;2;1;70;50;1;180.45614369;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666506;1;3;1;70;50;1;180.45614369;50;;1;1;8;1;;;48;1160000;1;4;0;6;1;3;2;2;;2;;5223;9412;56;5611;
20240102;01;2024;7666507;1;2;1;70;50;1;249.39283501;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666508;1;1;1;70;50;1;189.91289391;50;1;;;;;;;;;1;240;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666508;1;3;1;70;50;1;189.91289391;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666518;1;2;1;70;50;1;164.74575441;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666518;1;3;1;70;50;1;164.74575441;50;1;;;;;1;;48;1160000;1;6;0;4;1;2;2;2;;2;;.;8324;49;4921;
20240102;01;2024;7666518;1;4;1;70;50;1;164.74575441;50;;1;1;8;1;;;48;3000000;1;2;0;8;2;10;2;2;;2;;2642;2642;84;8412;
20240102;01;2024;7666519;1;2;1;70;50;1;253.13836923;50;1;;;;;;;;;1;24;0;8;1;3;2;2;;2;;.;4223;55;5511;
20240102;01;2024;7666523;1;1;1;70;50;1;294.57863915;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666523;1;4;1;70;50;1;294.57863915;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666526;1;2;1;70;50;1;161.57615034;50;1;;;;;;;;;1;24;0;3;1;2;2;2;;2;;.;7522;31;3110;
20240102;01;2024;7666527;1;4;1;70;50;1;140.38206355;50;1;;;;;;;;;1;3;0;3;1;3;2;2;;2;;.;9412;56;5611;
20240102;01;2024;7666530;1;1;1;70;50;1;180.81312088;50;1;;;;;;;;;1;12;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240102;01;2024;7666531;1;1;1;70;50;1;303.40631305;50;1;;;;;;;;;1;48;0;5;1;6;2;3;;2;;.;5223;47;4773;
20240102;01;2024;7666531;1;3;1;70;50;1;303.40631305;50;;1;1;8;1;;;48;2000000;2;;;;;;;2;;2;;2161;;;;
20240102;01;2024;7666532;1;2;1;70;50;1;153.6505838;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240102;01;2024;7666535;1;2;1;70;50;1;162.75076366;50;1;;;;;;;;;1;1;0;4;4;1;2;2;;2;;.;9520;47;4781;
20240102;01;2024;7666536;1;2;1;70;50;1;151.83570582;50;1;;;;;;;;;1;2;0;7;3;2;2;2;;2;;.;9111;97;9700;
20240102;01;2024;7666540;1;1;1;70;50;1;133.19809624;50;1;;;;;;;;;1;36;0;8;4;1;2;2;;2;;.;9111;81;8121;
